fiscal_year,aag,total,program,appn_account,file,page,aargmer,acv_fov,ah64e_remanufacture,aim9x_block_ii,an_spy6v1,an_spy6v2,an_spy6v3,an_spy6v4,ampv,b52j,b52_rmp,booker,cec,ch47f_block_ii__materiel_availability,ch53k,circm,cvn_78,emals,ddg51,e2d_ahe,epf,esb,f15_epawss,f15_ex,f35a,f35c,f35b,f35_engine,ffg62,gator,gmlrs_aw,gps_iiif,hh60w,hms_radios,iamd,icbm_fuze_mod,idecm_block_4,f_a18e_f_irst,improved_turbine_engine,jagm,jassm_er,jltv,kc130j,kc46,lcs_mm,gbsd,lha,lpd_17,new_element,,mids,mk21a_rv,mq25,mq4c_triton_increment_1,mq4c_triton_increment_2,ngj_low_band,ngj_midband,nssl,lrasm,pac3_mse,pim,prsm,sdb_ii,sm6,ssbn_826,ssc,ssn_774_q1_fy21,apt,tagos_25,tao_205_class,nav_comm_upgrade_kits,mst_kits,vc25b,wsf
2012,,1,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,3,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,1,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,1,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,2,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,2,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,6,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,2,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,3,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,5,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,6,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,5,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,3,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,1,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,13,KC-130J Transport Aircraft,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,12,Unknown Program,"1506N - Aircraft Procurement, Navy",sar_pdfs\KC-130J MSAR Dec 2023.pdf,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,4,KC-46A Tanker Modernization,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,4,KC-46A Tanker Modernization,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,179,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,7,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,12,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,15,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,18,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,15,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,12,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,15,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,15,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,15,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,15,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,15,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,15,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,10,KC-46A Tanker Modernization,"3010F - Aircraft Procurement, Air Force",sar_pdfs\KC-46A_MSAR_Dec_2023.pdf,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,5,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,1,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,1,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,1,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,1,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,1,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,Littoral Combat Ship Mission Modules,"1319N - Research, Development, Test & Eval, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,35,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,2,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,2,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,3,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,2,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,3,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,2,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,,1,Littoral Combat Ship Mission Modules,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,,1,Unknown Program,"1810N - Other Procurement, Navy",sar_pdfs\LCS MM MSAR Dec 2023.pdf,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,25,LGM-35A Sentinel,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\LGM-35A_Sentinel_MSAR_Dec_2023.pdf,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undistributed,,,LGM-35A Sentinel,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\LGM-35A_Sentinel_MSAR_Dec_2023.pdf,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,,1,LGM-35A Sentinel,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\LGM-35A_Sentinel_MSAR_Dec_2023.pdf,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,3,LGM-35A Sentinel,"3600F - Research, Development, Test & Eval, AF",sar_pdfs\LGM-35A_Sentinel_MSAR_Dec_2023.pdf,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
