fiscal_year,other_unallocated,total_ty_dol_m,weighted_rate,program,appn_account,file,page,total_cy,base_year,end_item_recurring_flyaway,10_unit_level_manpower,30_maintenance,40_sustaining_support,50_continuing_system_improvements,nonend_item_recurring_flyaway,non_recurring_flyaway,initial_spares,20_unit_operations,depot_activation,other,10_unitlevel_manpower,nonend_end_item_item_non_recurring_recurring_recurring_depot_flyaway_flyaway_flyaway_initial_spares_activation,nonrecurring_flyaway,other_indirect_costs
2028,,79.2,1.169256,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,67.8,2023.0,79.239,,,,,,,,,,,,,,
2029,,81.2,1.193810,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,68.0,2023.0,81.150,,,,,,,,,,,,,,
2030,,166.3,1.218880,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,136.4,2023.0,166.300,,,,,,,,,,,,,,
2031,,170.8,1.244477,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,137.2,2023.0,170.800,,,,,,,,,,,,,,
2032,,168.5,1.270611,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,132.6,2023.0,168.500,,,,,,,,,,,,,,
2033,,171.5,1.297294,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,132.2,2023.0,171.500,,,,,,,,,,,,,,
2034,,123.6,1.324537,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,93.3,2023.0,123.600,,,,,,,,,,,,,,
2035,,62.5,1.352352,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,46.2,2023.0,62.500,,,,,,,,,,,,,,
2036,,60.3,1.380751,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,43.7,2023.0,60.300,,,,,,,,,,,,,,
2037,,61.4,1.409747,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,43.6,2023.0,61.400,,,,,,,,,,,,,,
2038,,35.9,1.439352,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,24.9,2023.0,35.900,,,,,,,,,,,,,,
2039,,20.9,1.469578,HH-60W Jolly Green II,"3010F - Aircraft Procurement, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,37,14.2,2023.0,20.900,,,,,,,,,,,,,,
Total,57.1,57.1,,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,57.9,2023.0,,,,,,,,,,,,,,,
2010,,,0.759889,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2011,,,0.775541,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2012,,,0.789488,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2013,,,0.808080,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2014,,,0.820516,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2015,,,0.835709,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2016,,,0.854044,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2017,7.300,7.3,0.873897,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,8.4,2023.0,,,,,,,,,,,,,,,
2018,,,0.894887,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2019,5.900,5.9,0.922475,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,6.4,2023.0,,,,,,,,,,,,,,,
2020,15.500,15.5,0.962696,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,16.1,2023.0,,,,,,,,,,,,,,,
2021,4.049,4.0,1.005184,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,4.0,2023.0,,,,,,,,,,,,,,,
2022,,,1.037145,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,,2023.0,,,,,,,,,,,,,,,
2023,24.395,24.4,1.061720,HH-60W Jolly Green II,"3300F - Military Construction, Air Force",sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,38,23.0,2023.0,,,,,,,,,,,,,,,
Total,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,"24,426.7",2023.0,,"8,449.1","10,061.6","3,308.6",532.4,,,,"2,075.0",,,,,,
2019,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,0.8,2023.0,,,,,0.818,,,,,,,,,,
2020,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,2.0,2023.0,,,0.332,,1.653,,,,,,,,,,
2021,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,162.6,2023.0,,156.633,1.889,0.181,0.866,,,,3.001,,,,,,
2022,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,173.5,2023.0,,152.732,7.976,0.356,4.536,,,,7.856,,,,,,
2023,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,463.0,2023.0,,246.159,75.920,79.034,13.484,,,,48.431,,,,,,
2024,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,541.0,2023.0,,258.640,123.669,88.632,15.161,,,,54.948,,,,,,
2025,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,639.7,2023.0,,290.429,176.102,92.913,16.971,,,,63.256,,,,,,
2026,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,797.7,2023.0,,291.586,299.040,119.177,16.658,,,,71.253,,,,,,
2027,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,824.7,2023.0,,292.748,323.718,118.890,16.700,,,,72.623,,,,,,
2028,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,833.0,2023.0,,293.916,329.717,118.949,17.755,,,,72.633,,,,,,
2029,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,840.7,2023.0,,295.089,333.946,119.009,17.734,,,,74.905,,,,,,
2030,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,855.0,2023.0,,296.268,342.613,119.069,22.112,,,,74.964,,,,,,
2031,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,862.8,2023.0,,297.452,353.122,119.130,18.083,,,,75.023,,,,,,
2032,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,875.5,2023.0,,298.642,364.460,119.190,18.107,,,,75.082,,,,,,
2033,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,887.9,2023.0,,299.837,375.555,119.251,18.147,,,,75.142,,,,,,
2034,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,901.1,2023.0,,301.037,387.408,119.312,18.177,,,,75.202,,,,,,
2035,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,913.7,2023.0,,302.243,394.649,119.374,22.197,,,,75.262,,,,,,
2036,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,918.6,2023.0,,303.455,402.134,119.436,18.228,,,,75.322,,,,,,
2037,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,926.9,2023.0,,304.672,409.118,119.498,18.249,,,,75.383,,,,,,
2038,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,934.4,2023.0,,305.895,415.196,119.560,18.280,,,,75.443,,,,,,
2039,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,940.3,2023.0,,307.123,419.780,119.623,18.300,,,,75.505,,,,,,
2040,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,951.1,2023.0,,308.357,425.145,119.686,22.331,,,,75.566,,,,,,
2041,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,953.1,2023.0,,309.597,429.728,119.749,18.352,,,,75.627,,,,,,
2042,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,959.8,2023.0,,310.842,435.093,119.813,18.383,,,,75.689,,,,,,
2043,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,965.8,2023.0,,312.093,439.677,119.877,18.404,,,,75.751,,,,,,
2044,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,972.6,2023.0,,313.350,445.042,119.941,18.436,,,,75.813,,,,,,
2045,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,982.6,2023.0,,314.613,449.625,120.005,22.457,,,,75.876,,,,,,
2046,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,981.7,2023.0,,315.881,454.208,117.167,18.478,,,,75.939,,,,,,
2047,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,908.7,2023.0,,289.528,416.218,113.358,17.920,,,,71.682,,,,,,
2048,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,816.2,2023.0,,253.679,370.856,107.612,17.164,,,,66.874,,,,,,
2049,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,672.4,2023.0,,198.912,297.705,100.409,16.021,,,,59.346,,,,,,
2050,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,499.6,2023.0,,130.015,205.667,95.140,18.575,,,,50.170,,,,,,
2051,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,44,363.2,2023.0,,87.003,134.561,84.957,13.508,,,,43.141,,,,,,
2052,,,,System: HH-60W,Operating and Support Cost Elements,sar_pdfs\HH-60W_MSAR_Dec_2023.pdf,45,105.1,2023.0,,10.634,21.767,40.257,0.197,,,,32.286,,,,,,
Total,391.7,391.7,,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,3 84.9,2011.0,,,,,,,,,,,,,,,
2004,21.900,21.9,0.879339,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,24.9,2011.0,,,,,,,,,,,,,,,
2005,96.100,96.1,0.904732,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,106.2,2011.0,,,,,,,,,,,,,,,
2006,124.600,124.6,0.930087,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,134.0,2011.0,,,,,,,,,,,,,,,
2007,,,0.952535,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,,2011.0,,,,,,,,,,,,,,,
2008,,,0.970778,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,,2011.0,,,,,,,,,,,,,,,
2009,,,0.983184,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,,2011.0,,,,,,,,,,,,,,,
2010,,,0.998057,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,,2011.0,,,,,,,,,,,,,,,
2011,0.800,0.8,1.017679,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,0.8,2011.0,,,,,,,,,,,,,,,
2012,0.100,0.1,1.033712,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,0.1,2011.0,,,,,,,,,,,,,,,
2013,,,1.051289,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,,2011.0,,,,,,,,,,,,,,,
2014,28.981,29.0,1.071542,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,27.0,2011.0,,,,,,,,,,,,,,,
2015,7.590,7.6,1.089532,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,7.0,2011.0,,,,,,,,,,,,,,,
2016,4.415,4.4,1.101108,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,4.0,2011.0,,,,,,,,,,,,,,,
2017,9.814,9.8,1.124546,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,8.7,2011.0,,,,,,,,,,,,,,,
2018,8.739,8.7,1.144896,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,7.6,2011.0,,,,,,,,,,,,,,,
2019,4.229,4.2,1.163712,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,3.6,2011.0,,,,,,,,,,,,,,,
2020,24.191,24.2,1.201337,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,20.1,2011.0,,,,,,,,,,,,,,,
2021,5.994,6.0,1.251881,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,4.8,2011.0,,,,,,,,,,,,,,,
2022,4.901,4.9,1.309618,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,3.7,2011.0,,,,,,,,,,,,,,,
2023,4.265,4.3,1.361419,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,3.1,2011.0,,,,,,,,,,,,,,,
2024,4.318,4.3,1.393666,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,3.1,2011.0,,,,,,,,,,,,,,,
2025,4.288,4.3,1.423467,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,3.0,2011.0,,,,,,,,,,,,,,,
2026,3.399,3.4,1.453360,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.3,2011.0,,,,,,,,,,,,,,,
2027,3.499,3.5,1.483881,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.4,2011.0,,,,,,,,,,,,,,,
2028,3.538,3.5,1.515042,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.3,2011.0,,,,,,,,,,,,,,,
2029,3.625,3.6,1.546858,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.3,2011.0,,,,,,,,,,,,,,,
2030,4.473,4.5,1.579342,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.8,2011.0,,,,,,,,,,,,,,,
2031,4.558,4.6,1.612508,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.8,2011.0,,,,,,,,,,,,,,,
2032,4.645,4.6,1.646371,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.8,2011.0,,,,,,,,,,,,,,,
2033,4.732,4.7,1.680945,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.8,2011.0,,,,,,,,,,,,,,,
2034,4.001,4.0,1.716245,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2040A - Research, Development, Test & Eval, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,46,2.3,2011.0,,,,,,,,,,,,,,,
Total,"2,455.7","11,315.0",,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,"8 , 0 28.1",2011.0,"8,363.7",,,,,,468.0,27.6,,,,,,,
2004,,,0.885028,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,,2011.0,,,,,,,,,,,,,,,
2005,,,0.910280,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,,2011.0,,,,,,,,,,,,,,,
2006,,,0.934706,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,,2011.0,,,,,,,,,,,,,,,
2007,,,0.957442,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,,2011.0,,,,,,,,,,,,,,,
2008,,,0.973555,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,,2011.0,,,,,,,,,,,,,,,
2009,,,0.986468,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,,2011.0,,,,,,,,,,,,,,,
2010,,,1.004554,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,,2011.0,,,,,,,,,,,,,,,
2011,3.280,43.7,1.022506,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,42.7,2011.0,33.304,,,,,,6.915,0.158,,,,,,,
2012,65.421,448.9,1.038101,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,432.4,2011.0,350.554,,,,,,31.396,1.536,,,,,,,
2013,56.005,208.3,1.058893,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,196.7,2011.0,151.710,,,,,,0.551,,,,,,,,
2014,142.912,234.3,1.076408,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,217.7,2011.0,86.735,,,,,,4.674,,,,,,,,
2015,23.736,24.3,1.092119,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,22.3,2011.0,0.425,,,,,,0.158,,,,,,,,
2016,43.149,58.3,1.107493,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,52.6,2011.0,14.807,,,,,,0.337,,,,,,,,
2017,111.589,145.4,1.131564,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,128.5,2011.0,33.832,,,,,,,,,,,,,,
2018,84.965,408.9,1.154963,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,354.0,2011.0,314.177,,,,,,9.737,,,,,,,,
2019,56.063,294.4,1.183143,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,248.8,2011.0,186.291,,,,,,52.011,,,,,,,,
2020,92.748,468.0,1.229725,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,380.5,2011.0,329.889,,,,,,45.328,,,,,,,,
2021,115.682,529.1,1.290386,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,410.0,2011.0,392.355,,,,,,17.943,3.084,,,,,,,
2022,159.167,689.6,1.342709,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,513.6,2011.0,466.642,,,,,,59.181,4.650,,,,,,,
2023,110.866,636.5,1.379983,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,461.3,2011.0,474.809,,,,,,47.597,3.269,,,,,,,
2024,142.568,670.5,1.410866,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,475.2,2011.0,458.294,,,,,,64.850,4.777,,,,,,,
2025,163.466,647.4,1.440728,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,449.3,2011.0,441.366,,,,,,37.784,4.756,,,,,,,
2026,167.110,652.9,1.470983,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,443.8,2011.0,453.143,,,,,,32.111,0.489,,,,,,,
2027,110.061,657.9,1.501874,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,438.1,2011.0,521.401,,,,,,25.959,0.489,,,,,,,
2028,112.232,666.0,1.533413,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,434.3,2011.0,548.080,,,,,,5.199,0.489,,,,,,,
2029,111.194,670.2,1.565615,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,428.0,2011.0,553.165,,,,,,5.305,0.492,,,,,,,
2030,114.533,636.2,1.598493,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,398.0,2011.0,515.993,,,,,,5.414,0.305,,,,,,,
2031,114.244,594.2,1.632061,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,364.1,2011.0,473.633,,,,,,5.525,0.780,,,,,,,
2032,118.851,637.3,1.666334,"Handheld, Manpack, and Small-Form Fit Radios Subprogram","2035A - Other Procurement, Army",sar_pdfs\HMS_MSAR_Dec_2023_As_Amended.pdf,47,382.5,2011.0,512.058,,,,,,5.638,0.780,,,,,,,
